mtbf_days,mtbf_std,mtbf_trend,mttr_min,days_since_last_bd,bd_freq_30d,avg_avail_7d,avg_avail_30d,avg_tonnage_7d,delay_min_7d,delay_min_30d,delay_diversity,machine_id,breakdown_streak,delay_acceleration,availability_trend,tonnage_efficiency,time_since_maintenance,breakdown_severity_avg,rul_days,risk_class
4.96,50.82,0.0,86.49,1.0,83,27.34,31.46,314.65,6975.0,27635.0,10,1,25,1.06,-0.281,1.189,1.0,87.47,1.0,IMMINENT
4.85,50.21,0.0,85.08,1.0,83,28.85,31.56,325.17,6830.0,27595.0,10,1,28,1.04,0.384,1.072,1.0,87.11,1.0,IMMINENT
4.85,50.21,0.0,85.08,1.0,83,28.85,31.56,325.17,6830.0,27595.0,10,1,28,1.04,0.384,1.109,1.0,87.11,1.0,IMMINENT
4.85,50.21,0.0,85.08,1.0,83,28.85,31.56,325.17,6830.0,27595.0,10,1,28,1.04,0.384,0.968,1.0,87.11,1.0,IMMINENT
4.74,49.63,0.0,83.88,1.0,83,29.95,31.68,325.68,6725.0,27545.0,10,1,30,1.025,0.502,1.056,1.0,86.14,1.0,IMMINENT
4.74,49.63,0.0,83.88,1.0,83,29.95,31.68,325.68,6725.0,27545.0,10,1,30,1.025,0.502,0.998,1.0,86.14,1.0,IMMINENT
4.74,49.63,0.0,83.88,1.0,83,29.95,31.68,325.68,6725.0,27545.0,10,1,30,1.025,0.502,1.074,1.0,86.14,1.0,IMMINENT
4.64,49.06,0.0,82.63,1.0,83,31.94,31.39,331.04,6860.0,27665.0,10,1,33,0.992,0.294,0.874,1.0,86.2,1.0,IMMINENT
4.64,49.06,0.0,82.63,1.0,83,31.94,31.39,331.04,6860.0,27665.0,10,1,33,0.992,0.294,0.944,1.0,86.2,1.0,IMMINENT
4.64,49.06,0.0,82.63,1.0,83,31.94,31.39,331.04,6860.0,27665.0,10,1,33,0.992,0.294,1.112,1.0,86.2,1.0,IMMINENT
4.55,48.51,0.0,82.24,1.0,83,31.25,31.36,322.4,6930.0,27675.0,11,1,37,1.002,0.538,0.305,1.0,86.87,1.0,IMMINENT
4.55,48.51,0.0,82.24,1.0,83,31.25,31.36,322.4,6930.0,27675.0,11,1,37,1.002,0.538,1.019,1.0,86.87,1.0,IMMINENT
4.55,48.51,0.0,82.24,1.0,83,31.25,31.36,322.4,6930.0,27675.0,11,1,37,1.002,0.538,0.734,1.0,86.87,1.0,IMMINENT
4.46,47.98,0.0,84.5,1.0,83,29.32,31.04,297.2,7125.0,27805.0,11,1,40,1.025,0.472,0.861,1.0,92.77,1.0,IMMINENT
4.46,47.98,0.0,84.5,1.0,83,29.32,31.04,297.2,7125.0,27805.0,11,1,40,1.025,0.472,0.244,1.0,92.77,1.0,IMMINENT
4.46,47.98,0.0,84.5,1.0,83,29.32,31.04,297.2,7125.0,27805.0,11,1,40,1.025,0.472,1.39,1.0,92.77,1.0,IMMINENT
4.37,47.47,0.0,87.22,1.0,83,29.61,30.43,307.19,7145.0,28100.0,11,1,41,1.017,-0.775,0.622,1.0,99.82,1.0,IMMINENT
4.37,47.47,0.0,87.22,1.0,83,29.61,30.43,307.19,7145.0,28100.0,11,1,41,1.017,-0.775,0.941,1.0,99.82,1.0,IMMINENT
4.37,47.47,0.0,87.22,1.0,83,29.61,30.43,307.19,7145.0,28100.0,11,1,41,1.017,-0.775,1.033,1.0,99.82,1.0,IMMINENT
4.28,46.97,0.0,89.1,1.0,83,29.12,30.0,301.65,7195.0,28275.0,11,1,45,1.018,-1.196,0.0,1.0,105.36,1.0,IMMINENT
4.28,46.97,0.0,89.1,1.0,83,29.12,30.0,301.65,7195.0,28275.0,11,1,45,1.018,-1.196,1.208,1.0,105.36,1.0,IMMINENT
4.28,46.97,0.0,89.1,1.0,83,29.12,30.0,301.65,7195.0,28275.0,11,1,45,1.018,-1.196,1.086,1.0,105.36,1.0,IMMINENT
4.2,46.49,0.0,89.49,1.0,83,28.03,29.95,284.99,7305.0,28295.0,11,1,49,1.033,-0.601,0.0,1.0,106.75,1.0,IMMINENT
4.2,46.49,0.0,89.49,1.0,83,28.03,29.95,284.99,7305.0,28295.0,11,1,49,1.033,-0.601,1.037,1.0,106.75,1.0,IMMINENT
4.2,46.49,0.0,89.49,1.0,83,28.03,29.95,284.99,7305.0,28295.0,11,1,49,1.033,-0.601,1.063,1.0,106.75,1.0,IMMINENT
4.13,46.02,0.0,88.84,1.0,83,27.93,30.82,268.39,7315.0,27945.0,11,1,52,1.047,0.061,0.86,1.0,98.8,1.0,IMMINENT
4.13,46.02,0.0,88.84,1.0,83,27.93,30.82,268.39,7315.0,27945.0,11,1,52,1.047,0.061,0.659,1.0,98.8,1.0,IMMINENT
4.13,46.02,0.0,88.84,1.0,83,27.93,30.82,268.39,7315.0,27945.0,11,1,52,1.047,0.061,0.0,1.0,98.8,1.0,IMMINENT
4.05,45.57,0.0,88.73,1.0,83,28.08,30.78,243.19,7300.0,27960.0,11,1,55,1.044,0.805,0.941,1.0,100.9,1.0,IMMINENT
4.05,45.57,0.0,88.73,1.0,83,28.08,30.78,243.19,7300.0,27960.0,11,1,55,1.044,0.805,1.052,1.0,100.9,1.0,IMMINENT
4.05,45.57,0.0,88.73,1.0,83,28.08,30.78,243.19,7300.0,27960.0,11,1,55,1.044,0.805,0.0,1.0,100.9,1.0,IMMINENT
3.98,45.13,0.0,88.63,1.0,83,28.27,30.57,227.78,7280.0,28045.0,11,1,56,1.038,1.097,1.056,1.0,103.37,1.0,IMMINENT
3.98,45.13,0.0,88.63,1.0,83,28.27,30.57,227.78,7280.0,28045.0,11,1,56,1.038,1.097,0.779,1.0,103.37,1.0,IMMINENT
3.98,45.13,0.0,88.63,1.0,83,28.27,30.57,227.78,7280.0,28045.0,11,1,56,1.038,1.097,1.18,1.0,103.37,1.0,IMMINENT
3.91,44.7,0.0,89.47,1.0,83,29.02,30.33,240.68,7205.0,28140.0,11,1,59,1.024,0.754,0.701,1.0,104.16,1.0,IMMINENT
3.91,44.7,0.0,89.47,1.0,83,29.02,30.33,240.68,7205.0,28140.0,11,1,59,1.024,0.754,0.982,1.0,104.16,1.0,IMMINENT
3.91,44.7,0.0,89.47,1.0,83,29.02,30.33,240.68,7205.0,28140.0,11,1,59,1.024,0.754,0.0,1.0,104.16,1.0,IMMINENT
3.85,44.29,0.0,89.63,1.0,83,32.14,30.13,227.47,6840.0,28220.0,12,1,63,0.97,0.369,1.2,1.0,106.63,1.0,IMMINENT
3.85,44.29,0.0,89.63,1.0,83,32.14,30.13,227.47,6840.0,28220.0,12,1,63,0.97,0.369,1.217,1.0,106.63,1.0,IMMINENT
3.85,44.29,0.0,89.63,1.0,83,32.14,30.13,227.47,6840.0,28220.0,12,1,63,0.97,0.369,1.028,1.0,106.63,1.0,IMMINENT
3.78,43.88,0.0,88.83,1.0,84,34.87,30.67,238.47,6565.0,28335.0,12,1,67,0.938,0.319,1.011,1.0,103.75,1.0,IMMINENT
3.78,43.88,0.0,88.83,1.0,84,34.87,30.67,238.47,6565.0,28335.0,12,1,67,0.938,0.319,1.053,1.0,103.75,1.0,IMMINENT
3.78,43.88,0.0,88.83,1.0,84,34.87,30.67,238.47,6565.0,28335.0,12,1,67,0.938,0.319,0.0,1.0,103.75,1.0,IMMINENT
3.72,43.49,0.0,90.86,1.0,84,33.98,30.93,234.01,6655.0,28230.0,12,1,70,0.954,-0.203,0.75,1.0,105.48,1.0,IMMINENT
3.72,43.49,0.0,90.86,1.0,84,33.98,30.93,234.01,6655.0,28230.0,12,1,70,0.954,-0.203,1.126,1.0,105.48,1.0,IMMINENT
3.72,43.49,0.0,90.86,1.0,84,33.98,30.93,234.01,6655.0,28230.0,12,1,70,0.954,-0.203,1.096,1.0,105.48,1.0,IMMINENT
3.66,43.11,0.0,90.76,1.0,85,34.03,31.12,245.72,6650.0,28485.0,12,1,71,0.956,-0.112,1.084,1.0,103.59,1.0,IMMINENT
3.66,43.11,0.0,90.76,1.0,85,34.03,31.12,245.72,6650.0,28485.0,12,1,71,0.956,-0.112,1.21,1.0,103.59,1.0,IMMINENT
3.66,43.11,0.0,90.76,1.0,85,34.03,31.12,245.72,6650.0,28485.0,12,1,71,0.956,-0.112,1.181,1.0,103.59,1.0,IMMINENT
3.62,42.86,0.0,90.14,1.0,85,34.33,31.09,273.66,6620.0,28825.0,12,1,1,0.951,0.337,1.071,1.0,103.88,1.0,IMMINENT
3.62,42.86,0.0,90.14,1.0,85,34.33,31.09,273.66,6620.0,28825.0,12,1,1,0.951,0.337,1.189,1.0,103.88,1.0,IMMINENT
3.62,42.86,0.0,90.14,1.0,85,34.33,31.09,273.66,6620.0,28825.0,12,1,1,0.951,0.337,1.186,1.0,103.88,1.0,IMMINENT
3.59,42.61,0.0,89.29,1.0,84,35.42,31.31,294.49,6510.0,28735.0,12,1,1,0.939,0.561,1.044,1.0,102.26,1.0,IMMINENT
3.59,42.61,0.0,89.29,1.0,84,35.42,31.31,294.49,6510.0,28735.0,12,1,1,0.939,0.561,1.1,1.0,102.26,1.0,IMMINENT
3.59,42.61,0.0,89.29,1.0,84,35.42,31.31,294.49,6510.0,28735.0,12,1,1,0.939,0.561,0.781,1.0,102.26,1.0,IMMINENT
3.53,42.25,0.0,89.39,1.0,84,36.16,31.02,292.93,6435.0,28855.0,12,1,4,0.924,-0.116,0.246,1.0,103.87,1.0,IMMINENT
3.53,42.25,0.0,89.39,1.0,84,36.16,31.02,292.93,6435.0,28855.0,12,1,4,0.924,-0.116,0.77,1.0,103.87,1.0,IMMINENT
3.53,42.25,0.0,89.39,1.0,84,36.16,31.02,292.93,6435.0,28855.0,12,1,4,0.924,-0.116,0.981,1.0,103.87,1.0,IMMINENT
3.48,41.9,0.0,89.92,1.0,86,33.93,30.99,297.37,6660.0,29530.0,13,1,7,0.956,-0.588,1.091,1.0,101.69,1.0,IMMINENT
3.48,41.9,0.0,89.92,1.0,86,33.93,30.99,297.37,6660.0,29530.0,13,1,7,0.956,-0.588,1.091,1.0,101.69,1.0,IMMINENT
3.48,41.9,0.0,89.92,1.0,86,33.93,30.99,297.37,6660.0,29530.0,13,1,7,0.956,-0.588,1.177,1.0,101.69,1.0,IMMINENT
3.43,41.55,0.0,89.0,1.0,86,32.64,31.21,295.92,6790.0,29435.0,13,1,10,0.978,-0.18,0.987,1.0,97.15,1.0,IMMINENT
3.43,41.55,0.0,89.0,1.0,86,32.64,31.21,295.92,6790.0,29435.0,13,1,10,0.978,-0.18,0.869,1.0,97.15,1.0,IMMINENT
3.43,41.55,0.0,89.0,1.0,86,32.64,31.21,295.92,6790.0,29435.0,13,1,10,0.978,-0.18,1.083,1.0,97.15,1.0,IMMINENT
3.38,41.22,0.0,88.56,1.0,87,32.94,30.9,308.58,6760.0,29570.0,13,1,13,0.969,-0.524,1.103,1.0,97.7,1.0,IMMINENT
3.38,41.22,0.0,88.56,1.0,87,32.94,30.9,308.58,6760.0,29570.0,13,1,13,0.969,-0.524,1.0,1.0,97.7,1.0,IMMINENT
3.38,41.22,0.0,88.56,1.0,87,32.94,30.9,308.58,6760.0,29570.0,13,1,13,0.969,-0.524,1.187,1.0,97.7,1.0,IMMINENT
3.33,40.89,0.0,88.01,1.0,87,32.69,31.04,313.27,6785.0,29510.0,13,1,16,0.974,-0.411,1.052,1.0,97.07,1.0,IMMINENT
3.33,40.89,0.0,88.01,1.0,87,32.69,31.04,313.27,6785.0,29510.0,13,1,16,0.974,-0.411,1.081,1.0,97.07,1.0,IMMINENT
3.33,40.89,0.0,88.01,1.0,87,32.69,31.04,313.27,6785.0,29510.0,13,1,16,0.974,-0.411,1.027,1.0,97.07,1.0,IMMINENT
3.28,40.57,0.0,87.71,1.0,87,31.65,31.12,308.79,6890.0,29475.0,13,1,19,0.991,-0.146,0.993,1.0,96.32,1.0,IMMINENT
3.28,40.57,0.0,87.71,1.0,87,31.65,31.12,308.79,6890.0,29475.0,13,1,19,0.991,-0.146,1.004,1.0,96.32,1.0,IMMINENT
3.28,40.57,0.0,87.71,1.0,87,31.65,31.12,308.79,6890.0,29475.0,13,1,19,0.991,-0.146,1.098,1.0,96.32,1.0,IMMINENT
3.24,40.26,0.0,87.46,1.0,87,30.16,31.16,303.68,7040.0,29460.0,13,1,21,1.013,0.208,0.435,1.0,95.52,1.0,IMMINENT
3.24,40.26,0.0,87.46,1.0,87,30.16,31.16,303.68,7040.0,29460.0,13,1,21,1.013,0.208,0.0,1.0,95.52,1.0,IMMINENT
3.24,40.26,0.0,87.46,1.0,87,30.16,31.16,303.68,7040.0,29460.0,13,1,21,1.013,0.208,0.561,1.0,95.52,1.0,IMMINENT
3.2,39.96,0.0,91.58,1.0,88,27.23,30.78,275.37,7335.0,29955.0,12,1,25,1.049,-0.379,1.197,1.0,103.58,1.0,IMMINENT
3.2,39.96,0.0,91.58,1.0,88,27.23,30.78,275.37,7335.0,29955.0,12,1,25,1.049,-0.379,0.858,1.0,103.58,1.0,IMMINENT
3.2,39.96,0.0,91.58,1.0,88,27.23,30.78,275.37,7335.0,29955.0,12,1,25,1.049,-0.379,1.154,1.0,103.58,1.0,IMMINENT
3.15,39.66,0.0,91.55,1.0,88,27.73,30.41,292.62,7285.0,30115.0,12,1,28,1.037,-0.71,1.229,1.0,105.62,1.0,IMMINENT
3.15,39.66,0.0,91.55,1.0,88,27.73,30.41,292.62,7285.0,30115.0,12,1,28,1.037,-0.71,1.235,1.0,105.62,1.0,IMMINENT
3.15,39.66,0.0,91.55,1.0,88,27.73,30.41,292.62,7285.0,30115.0,12,1,28,1.037,-0.71,1.185,1.0,105.62,1.0,IMMINENT
3.11,39.37,0.0,90.46,1.0,88,29.07,30.66,296.6,7150.0,30005.0,12,1,31,1.021,0.02,1.111,1.0,104.09,1.0,IMMINENT
3.11,39.37,0.0,90.46,1.0,88,29.07,30.66,296.6,7150.0,30005.0,12,1,31,1.021,0.02,1.166,1.0,104.09,1.0,IMMINENT
3.11,39.37,0.0,90.46,1.0,88,29.07,30.66,296.6,7150.0,30005.0,12,1,31,1.021,0.02,1.142,1.0,104.09,1.0,IMMINENT
3.07,39.08,0.0,89.5,1.0,88,30.46,31.48,303.44,7010.0,29650.0,12,1,34,1.013,0.353,1.216,1.0,95.11,1.0,IMMINENT
3.07,39.08,0.0,89.5,1.0,88,30.46,31.48,303.44,7010.0,29650.0,12,1,34,1.013,0.353,1.176,1.0,95.11,1.0,IMMINENT
3.07,39.08,0.0,89.5,1.0,88,30.46,31.48,303.44,7010.0,29650.0,12,1,34,1.013,0.353,1.191,1.0,95.11,1.0,IMMINENT
3.03,38.81,0.0,88.61,1.0,88,31.6,31.99,307.65,6895.0,29430.0,12,1,37,1.004,0.894,1.276,1.0,91.59,1.0,IMMINENT
3.03,38.81,0.0,88.61,1.0,88,31.6,31.99,307.65,6895.0,29430.0,12,1,37,1.004,0.894,0.795,1.0,91.59,1.0,IMMINENT
3.03,38.81,0.0,88.61,1.0,88,31.6,31.99,307.65,6895.0,29430.0,12,1,37,1.004,0.894,1.154,1.0,91.59,1.0,IMMINENT
3.0,38.53,0.0,88.95,1.0,88,31.35,31.68,308.62,6920.0,29565.0,12,1,40,1.003,0.844,1.21,1.0,94.55,1.0,IMMINENT
3.0,38.53,0.0,88.95,1.0,88,31.35,31.68,308.62,6920.0,29565.0,12,1,40,1.003,0.844,1.269,1.0,94.55,1.0,IMMINENT
3.0,38.53,0.0,88.95,1.0,88,31.35,31.68,308.62,6920.0,29565.0,12,1,40,1.003,0.844,1.268,1.0,94.55,1.0,IMMINENT
2.96,38.27,0.0,88.26,1.0,88,32.94,31.84,318.18,6760.0,29495.0,12,1,42,0.982,1.112,1.081,1.0,94.72,1.0,IMMINENT
2.96,38.27,0.0,88.26,1.0,88,32.94,31.84,318.18,6760.0,29495.0,12,1,42,0.982,1.112,1.009,1.0,94.72,1.0,IMMINENT
2.96,38.27,0.0,88.26,1.0,88,32.94,31.84,318.18,6760.0,29495.0,12,1,42,0.982,1.112,1.035,1.0,94.72,1.0,IMMINENT
2.92,38.0,0.0,87.96,1.0,88,36.16,31.76,349.5,6435.0,29530.0,12,1,46,0.934,0.184,0.964,1.0,96.02,1.0,IMMINENT
2.92,38.0,0.0,87.96,1.0,88,36.16,31.76,349.5,6435.0,29530.0,12,1,46,0.934,0.184,0.769,1.0,96.02,1.0,IMMINENT
2.92,38.0,0.0,87.96,1.0,88,36.16,31.76,349.5,6435.0,29530.0,12,1,46,0.934,0.184,0.978,1.0,96.02,1.0,IMMINENT
2.89,37.75,0.0,88.71,1.0,88,36.11,31.54,342.84,6440.0,29625.0,11,1,49,0.932,-0.687,1.164,1.0,98.69,1.0,IMMINENT
2.89,37.75,0.0,88.71,1.0,88,36.11,31.54,342.84,6440.0,29625.0,11,1,49,0.932,-0.687,1.07,1.0,98.69,1.0,IMMINENT
2.89,37.75,0.0,88.71,1.0,88,36.11,31.54,342.84,6440.0,29625.0,11,1,49,0.932,-0.687,0.922,1.0,98.69,1.0,IMMINENT
2.85,37.5,0.0,88.81,1.0,88,34.18,31.79,336.22,6635.0,29515.0,12,1,52,0.963,-0.698,1.009,1.0,95.62,1.0,IMMINENT
2.85,37.5,0.0,88.81,1.0,88,34.18,31.79,336.22,6635.0,29515.0,12,1,52,0.963,-0.698,0.689,1.0,95.62,1.0,IMMINENT
2.85,37.5,0.0,88.81,1.0,88,34.18,31.79,336.22,6635.0,29515.0,12,1,52,0.963,-0.698,0.979,1.0,95.62,1.0,IMMINENT
2.82,37.25,0.0,89.59,1.0,88,32.44,32.14,325.78,6810.0,29315.0,12,1,56,0.996,-0.806,1.186,1.0,93.41,1.0,IMMINENT
2.82,37.25,0.0,89.59,1.0,88,32.44,32.14,325.78,6810.0,29315.0,12,1,56,0.996,-0.806,1.075,1.0,93.41,1.0,IMMINENT
2.8,37.09,0.0,89.2,1.0,87,29.74,32.16,322.03,6900.0,29135.0,12,1,57,1.054,-0.817,1.06,1.0,89.37,1.0,IMMINENT
2.8,37.09,0.0,89.2,1.0,87,29.74,32.16,322.03,6900.0,29135.0,12,1,57,1.054,-0.817,1.007,1.0,89.37,1.0,IMMINENT
2.8,37.09,0.0,89.2,1.0,87,29.74,32.16,322.03,6900.0,29135.0,12,1,57,1.054,-0.817,1.157,1.0,89.37,1.0,IMMINENT
2.77,36.85,0.0,88.4,1.0,87,30.16,32.2,322.21,6860.0,29120.0,12,1,60,1.048,-0.54,0.855,1.0,86.55,1.0,IMMINENT
2.77,36.85,0.0,88.4,1.0,87,30.16,32.2,322.21,6860.0,29120.0,12,1,60,1.048,-0.54,0.977,1.0,86.55,1.0,IMMINENT
2.77,36.85,0.0,88.4,1.0,87,30.16,32.2,322.21,6860.0,29120.0,12,1,60,1.048,-0.54,1.042,1.0,86.55,1.0,IMMINENT
2.74,36.62,0.0,88.74,1.0,87,27.5,31.79,308.96,7115.0,29295.0,13,1,63,1.081,-0.315,0.982,1.0,88.56,1.0,IMMINENT
2.74,36.62,0.0,88.74,1.0,87,27.5,31.79,308.96,7115.0,29295.0,13,1,63,1.081,-0.315,1.048,1.0,88.56,1.0,IMMINENT
2.74,36.62,0.0,88.74,1.0,87,27.5,31.79,308.96,7115.0,29295.0,13,1,63,1.081,-0.315,1.027,1.0,88.56,1.0,IMMINENT
2.71,36.39,0.0,88.3,1.0,87,26.98,31.55,307.93,7165.0,29395.0,13,1,66,1.085,0.262,0.782,1.0,87.53,1.0,IMMINENT
2.71,36.39,0.0,88.3,1.0,87,26.98,31.55,307.93,7165.0,29395.0,13,1,66,1.085,0.262,1.023,1.0,87.53,1.0,IMMINENT
2.71,36.39,0.0,88.3,1.0,87,26.98,31.55,307.93,7165.0,29395.0,13,1,66,1.085,0.262,0.934,1.0,87.53,1.0,IMMINENT
2.68,36.16,0.0,88.59,1.0,87,27.1,31.31,308.33,7153.0,29498.0,13,1,69,1.079,0.004,0.709,1.0,88.51,1.0,IMMINENT
2.68,36.16,0.0,88.59,1.0,87,27.1,31.31,308.33,7153.0,29498.0,13,1,69,1.079,0.004,0.0,1.0,88.51,1.0,IMMINENT
2.68,36.16,0.0,88.59,1.0,87,27.1,31.31,308.33,7153.0,29498.0,13,1,69,1.079,0.004,1.136,1.0,88.51,1.0,IMMINENT
2.65,35.94,0.0,88.87,1.0,87,26.06,31.16,288.11,7253.0,29563.0,13,1,72,1.092,-0.025,1.059,1.0,87.76,1.0,IMMINENT
2.65,35.94,0.0,88.87,1.0,87,26.06,31.16,288.11,7253.0,29563.0,13,1,72,1.092,-0.025,0.0,1.0,87.76,1.0,IMMINENT
2.65,35.94,0.0,88.87,1.0,87,26.06,31.16,288.11,7253.0,29563.0,13,1,72,1.092,-0.025,1.225,1.0,87.76,1.0,IMMINENT
2.62,35.72,0.0,88.8,1.0,87,26.79,30.94,281.86,7183.0,29658.0,13,1,76,1.078,0.063,0.747,1.0,87.24,1.0,IMMINENT
2.62,35.72,0.0,88.8,1.0,87,26.79,30.94,281.86,7183.0,29658.0,13,1,76,1.078,0.063,1.03,1.0,87.24,1.0,IMMINENT
2.62,35.72,0.0,88.8,1.0,87,26.79,30.94,281.86,7183.0,29658.0,13,1,76,1.078,0.063,1.02,1.0,87.24,1.0,IMMINENT
2.6,35.51,0.0,88.81,1.0,87,27.45,30.41,276.02,7313.0,29883.0,13,1,77,1.037,-0.08,0.961,1.0,88.79,1.0,IMMINENT
2.6,35.51,0.0,88.81,1.0,87,27.45,30.41,276.02,7313.0,29883.0,13,1,77,1.037,-0.08,0.788,1.0,88.79,1.0,IMMINENT
2.6,35.51,0.0,88.81,1.0,87,27.45,30.41,276.02,7313.0,29883.0,13,1,77,1.037,-0.08,0.597,1.0,88.79,1.0,IMMINENT
2.57,35.3,0.0,88.38,1.0,87,27.2,30.6,262.83,7338.0,29803.0,13,1,81,1.043,0.284,0.907,1.0,83.56,1.0,IMMINENT
2.57,35.3,0.0,88.38,1.0,87,27.2,30.6,262.83,7338.0,29803.0,13,1,81,1.043,0.284,1.049,1.0,83.56,1.0,IMMINENT
2.57,35.3,0.0,88.38,1.0,87,27.2,30.6,262.83,7338.0,29803.0,13,1,81,1.043,0.284,1.131,1.0,83.56,1.0,IMMINENT
2.54,35.09,0.0,87.92,1.0,87,28.54,30.49,265.43,7203.0,29848.0,13,1,84,1.023,0.319,1.106,1.0,82.3,1.0,IMMINENT
2.54,35.09,0.0,87.92,1.0,87,28.54,30.49,265.43,7203.0,29848.0,13,1,84,1.023,0.319,0.9,1.0,82.3,1.0,IMMINENT
2.54,35.09,0.0,87.92,1.0,87,28.54,30.49,265.43,7203.0,29848.0,13,1,84,1.023,0.319,1.119,1.0,82.3,1.0,IMMINENT
2.52,34.89,0.0,87.82,1.0,88,28.94,30.28,265.91,7163.0,29938.0,13,1,87,1.014,0.546,1.063,1.0,83.24,1.0,IMMINENT
2.52,34.89,0.0,87.82,1.0,88,28.94,30.28,265.91,7163.0,29938.0,13,1,87,1.014,0.546,1.118,1.0,83.24,1.0,IMMINENT
2.52,34.89,0.0,87.82,1.0,88,28.94,30.28,265.91,7163.0,29938.0,13,1,87,1.014,0.546,1.0,1.0,83.24,1.0,IMMINENT
2.49,34.69,0.0,87.34,1.0,89,30.75,30.21,271.9,6980.0,29968.0,13,1,90,0.987,0.797,1.128,1.0,83.48,1.0,IMMINENT
2.49,34.69,0.0,87.34,1.0,89,30.75,30.21,271.9,6980.0,29968.0,13,1,90,0.987,0.797,1.005,1.0,83.48,1.0,IMMINENT
2.49,34.69,0.0,87.34,1.0,89,30.75,30.21,271.9,6980.0,29968.0,13,1,90,0.987,0.797,1.115,1.0,83.48,1.0,IMMINENT
2.47,34.5,0.0,86.98,1.0,89,31.55,30.07,292.07,7190.0,30318.0,13,1,93,1.005,0.114,0.516,1.0,82.13,1.0,IMMINENT
2.47,34.5,0.0,86.98,1.0,89,31.55,30.07,292.07,7190.0,30318.0,13,1,93,1.005,0.114,0.929,1.0,82.13,1.0,IMMINENT
2.45,34.37,0.0,87.26,1.0,88,30.26,30.07,293.71,6985.0,29983.0,12,1,95,1.025,-0.331,0.324,1.0,81.76,1.0,IMMINENT
2.45,34.37,0.0,87.26,1.0,88,30.26,30.07,293.71,6985.0,29983.0,12,1,95,1.025,-0.331,1.033,1.0,81.76,1.0,IMMINENT
2.45,34.37,0.0,87.26,1.0,88,30.26,30.07,293.71,6985.0,29983.0,12,1,95,1.025,-0.331,0.587,1.0,81.76,1.0,IMMINENT
2.43,34.18,0.0,88.52,1.0,88,29.53,29.68,280.58,7055.0,30148.0,12,1,97,1.03,-0.817,1.004,1.0,87.5,1.0,IMMINENT
2.43,34.18,0.0,88.52,1.0,88,29.53,29.68,280.58,7055.0,30148.0,12,1,97,1.03,-0.817,0.946,1.0,87.5,1.0,IMMINENT
2.43,34.18,0.0,88.52,1.0,88,29.53,29.68,280.58,7055.0,30148.0,12,1,97,1.03,-0.817,0.994,1.0,87.5,1.0,IMMINENT
2.41,33.99,0.0,88.15,1.0,88,31.15,30.17,289.47,6900.0,29943.0,12,1,100,1.014,0.008,1.061,1.0,87.27,1.0,IMMINENT
2.41,33.99,0.0,88.15,1.0,88,31.15,30.17,289.47,6900.0,29943.0,12,1,100,1.014,0.008,1.118,1.0,87.27,1.0,IMMINENT
2.41,33.99,0.0,88.15,1.0,88,31.15,30.17,289.47,6900.0,29943.0,12,1,100,1.014,0.008,1.054,1.0,87.27,1.0,IMMINENT
2.38,33.81,0.0,87.58,1.0,88,32.97,30.53,291.5,6725.0,29788.0,12,1,104,0.993,0.419,0.974,1.0,86.65,1.0,IMMINENT
2.38,33.81,0.0,87.58,1.0,88,32.97,30.53,291.5,6725.0,29788.0,12,1,104,0.993,0.419,0.919,1.0,86.65,1.0,IMMINENT
2.38,33.81,0.0,87.58,1.0,88,32.97,30.53,291.5,6725.0,29788.0,12,1,104,0.993,0.419,1.25,1.0,86.65,1.0,IMMINENT
2.36,33.63,0.0,87.54,1.0,88,33.59,30.71,291.64,6665.0,29713.0,12,1,107,0.987,0.596,0.563,1.0,87.16,1.0,IMMINENT
2.36,33.63,0.0,87.54,1.0,88,33.59,30.71,291.64,6665.0,29713.0,12,1,107,0.987,0.596,0.082,1.0,87.16,1.0,IMMINENT
2.36,33.63,0.0,87.54,1.0,88,33.59,30.71,291.64,6665.0,29713.0,12,1,107,0.987,0.596,1.033,1.0,87.16,1.0,IMMINENT
2.34,33.45,0.0,89.77,1.0,88,30.1,30.2,268.62,7000.0,29928.0,11,1,110,1.029,0.237,1.103,1.0,94.94,1.0,IMMINENT
2.34,33.45,0.0,89.77,1.0,88,30.1,30.2,268.62,7000.0,29928.0,11,1,110,1.029,0.237,1.169,1.0,94.94,1.0,IMMINENT
2.34,33.45,0.0,89.77,1.0,88,30.1,30.2,268.62,7000.0,29928.0,11,1,110,1.029,0.237,1.091,1.0,94.94,1.0,IMMINENT
2.32,33.27,0.0,89.31,1.0,88,31.56,31.09,269.93,6570.0,29553.0,11,1,113,0.978,0.44,1.196,1.0,84.15,1.0,IMMINENT
2.32,33.27,0.0,89.31,1.0,88,31.56,31.09,269.93,6570.0,29553.0,11,1,113,0.978,0.44,1.224,1.0,84.15,1.0,IMMINENT
2.32,33.27,0.0,89.31,1.0,88,31.56,31.09,269.93,6570.0,29553.0,11,1,113,0.978,0.44,1.0,1.0,84.15,1.0,IMMINENT
2.3,33.1,0.0,88.93,1.0,88,33.63,31.48,285.44,6690.0,29388.0,11,1,115,0.954,0.024,1.256,1.0,82.9,1.0,IMMINENT
2.3,33.1,0.0,88.93,1.0,88,33.63,31.48,285.44,6690.0,29388.0,11,1,115,0.954,0.024,1.026,1.0,82.9,1.0,IMMINENT
