mtbf_days,mtbf_std,mtbf_trend,mttr_min,days_since_last_bd,bd_freq_30d,avg_avail_7d,avg_avail_30d,avg_tonnage_7d,delay_min_7d,delay_min_30d,delay_diversity,machine_id,breakdown_streak,delay_acceleration,availability_trend,tonnage_efficiency,time_since_maintenance,breakdown_severity_avg,rul_days,risk_class
2.3,33.1,0.0,88.93,1.0,88,33.63,31.48,285.44,6690.0,29388.0,11,1,115,0.954,0.024,1.168,1.0,82.9,1.0,IMMINENT
2.28,32.93,0.0,88.57,1.0,88,36.06,31.35,307.09,6445.0,29443.0,11,1,119,0.917,-0.386,1.158,1.0,84.15,1.0,IMMINENT
2.28,32.93,0.0,88.57,1.0,88,36.06,31.35,307.09,6445.0,29443.0,11,1,119,0.917,-0.386,0.957,1.0,84.15,1.0,IMMINENT
2.28,32.93,0.0,88.57,1.0,88,36.06,31.35,307.09,6445.0,29443.0,11,1,119,0.917,-0.386,1.024,1.0,84.15,1.0,IMMINENT
2.26,32.76,0.0,88.22,1.0,88,34.47,31.12,309.93,6605.0,29538.0,11,1,122,0.937,-0.198,1.11,1.0,85.17,1.0,IMMINENT
2.26,32.76,0.0,88.22,1.0,88,34.47,31.12,309.93,6605.0,29538.0,11,1,122,0.937,-0.198,0.748,1.0,85.17,1.0,IMMINENT
2.26,32.76,0.0,88.22,1.0,88,34.47,31.12,309.93,6605.0,29538.0,11,1,122,0.937,-0.198,1.176,1.0,85.17,1.0,IMMINENT
2.24,32.6,0.0,88.27,1.0,88,31.85,30.59,307.12,6870.0,29763.0,11,1,125,0.967,0.053,0.735,1.0,87.44,1.0,IMMINENT
2.24,32.6,0.0,88.27,1.0,88,31.85,30.59,307.12,6870.0,29763.0,11,1,125,0.967,0.053,0.857,1.0,87.44,1.0,IMMINENT
2.24,32.6,0.0,88.27,1.0,88,31.85,30.59,307.12,6870.0,29763.0,11,1,125,0.967,0.053,1.083,1.0,87.44,1.0,IMMINENT
2.22,32.44,0.0,88.66,1.0,88,30.01,30.39,300.35,7055.0,29848.0,11,1,127,0.99,0.024,0.844,1.0,87.95,1.0,IMMINENT
2.22,32.44,0.0,88.66,1.0,88,30.01,30.39,300.35,7055.0,29848.0,11,1,127,0.99,0.024,0.833,1.0,87.95,1.0,IMMINENT
2.22,32.44,0.0,88.66,1.0,88,30.01,30.39,300.35,7055.0,29848.0,11,1,127,0.99,0.024,1.02,1.0,87.95,1.0,IMMINENT
2.2,32.28,0.0,88.79,1.0,88,31.25,29.8,315.06,6930.0,30098.0,11,1,132,0.965,-0.9,0.812,1.0,90.11,1.0,IMMINENT
2.2,32.28,0.0,88.79,1.0,88,31.25,29.8,315.06,6930.0,30098.0,11,1,132,0.965,-0.9,0.17,1.0,90.11,1.0,IMMINENT
2.2,32.28,0.0,88.79,1.0,88,31.25,29.8,315.06,6930.0,30098.0,11,1,132,0.965,-0.9,1.123,1.0,90.11,1.0,IMMINENT
2.19,32.12,0.0,89.81,1.0,88,28.77,29.33,296.99,7180.0,30298.0,11,1,134,0.993,-1.02,1.02,1.0,94.43,1.0,IMMINENT
2.19,32.12,0.0,89.81,1.0,88,28.77,29.33,296.99,7180.0,30298.0,11,1,134,0.993,-1.02,1.127,1.0,94.43,1.0,IMMINENT
2.19,32.12,0.0,89.81,1.0,88,28.77,29.33,296.99,7180.0,30298.0,11,1,134,0.993,-1.02,1.125,1.0,94.43,1.0,IMMINENT
2.17,31.97,0.0,89.12,1.0,88,29.27,29.85,294.78,7130.0,30078.0,11,1,137,0.993,-0.299,1.048,1.0,90.17,1.0,IMMINENT
2.17,31.97,0.0,89.12,1.0,88,29.27,29.85,294.78,7130.0,30078.0,11,1,137,0.993,-0.299,1.155,1.0,90.17,1.0,IMMINENT
2.17,31.97,0.0,89.12,1.0,88,29.27,29.85,294.78,7130.0,30078.0,11,1,137,0.993,-0.299,1.081,1.0,90.17,1.0,IMMINENT
2.15,31.81,0.0,88.44,1.0,88,29.41,30.21,292.29,7115.0,29923.0,11,1,140,0.996,0.579,1.018,1.0,87.5,1.0,IMMINENT
2.15,31.81,0.0,88.44,1.0,88,29.41,30.21,292.29,7115.0,29923.0,11,1,140,0.996,0.579,1.03,1.0,87.5,1.0,IMMINENT
2.15,31.81,0.0,88.44,1.0,88,29.41,30.21,292.29,7115.0,29923.0,11,1,140,0.996,0.579,1.031,1.0,87.5,1.0,IMMINENT
2.13,31.66,0.0,87.8,1.0,88,29.91,30.52,291.3,7065.0,29793.0,12,1,143,0.994,0.87,1.121,1.0,83.12,1.0,IMMINENT
2.13,31.66,0.0,87.8,1.0,88,29.91,30.52,291.3,7065.0,29793.0,12,1,143,0.994,0.87,0.959,1.0,83.12,1.0,IMMINENT
2.13,31.66,0.0,87.8,1.0,88,29.91,30.52,291.3,7065.0,29793.0,12,1,143,0.994,0.87,1.014,1.0,83.12,1.0,IMMINENT
2.12,31.51,0.0,87.48,1.0,89,31.25,30.94,292.05,6930.0,29793.0,13,1,146,0.986,0.948,1.001,1.0,82.98,1.0,IMMINENT
2.12,31.51,0.0,87.48,1.0,89,31.25,30.94,292.05,6930.0,29793.0,13,1,146,0.986,0.948,1.09,1.0,82.98,1.0,IMMINENT
2.12,31.51,0.0,87.48,1.0,89,31.25,30.94,292.05,6930.0,29793.0,13,1,146,0.986,0.948,1.132,1.0,82.98,1.0,IMMINENT
2.1,31.37,0.0,86.91,1.0,89,33.33,31.14,299.88,6720.0,29708.0,14,1,149,0.959,0.897,1.009,1.0,82.98,1.0,IMMINENT
2.1,31.37,0.0,86.91,1.0,89,33.33,31.14,299.88,6720.0,29708.0,14,1,149,0.959,0.897,1.144,1.0,82.98,1.0,IMMINENT
2.1,31.37,0.0,86.91,1.0,89,33.33,31.14,299.88,6720.0,29708.0,14,1,149,0.959,0.897,1.163,1.0,82.98,1.0,IMMINENT
2.08,31.22,0.0,86.44,1.0,89,35.71,31.71,308.82,6480.0,29463.0,14,1,152,0.932,0.698,0.856,1.0,80.28,1.0,IMMINENT
2.08,31.22,0.0,86.44,1.0,89,35.71,31.71,308.82,6480.0,29463.0,14,1,152,0.932,0.698,0.036,1.0,80.28,1.0,IMMINENT
2.08,31.22,0.0,86.44,1.0,89,35.71,31.71,308.82,6480.0,29463.0,14,1,152,0.932,0.698,0.72,1.0,80.28,1.0,IMMINENT
2.07,31.08,0.0,86.92,1.0,89,36.56,31.56,301.72,6395.0,29528.0,14,1,154,0.918,-0.391,1.782,1.0,83.2,1.0,IMMINENT
2.07,31.08,0.0,86.92,1.0,89,36.56,31.56,301.72,6395.0,29528.0,14,1,154,0.918,-0.391,1.307,1.0,83.2,1.0,IMMINENT
2.07,31.08,0.0,86.92,1.0,89,36.56,31.56,301.72,6395.0,29528.0,14,1,154,0.918,-0.391,1.272,1.0,83.2,1.0,IMMINENT
2.05,30.94,0.0,86.59,1.0,89,36.56,32.05,317.42,6395.0,29320.0,14,1,158,0.924,-0.145,1.383,1.0,81.12,1.0,IMMINENT
2.05,30.94,0.0,86.59,1.0,89,36.56,32.05,317.42,6395.0,29320.0,14,1,158,0.924,-0.145,1.277,1.0,81.12,1.0,IMMINENT
2.05,30.94,0.0,86.59,1.0,89,36.56,32.05,317.42,6395.0,29320.0,14,1,158,0.924,-0.145,1.045,1.0,81.12,1.0,IMMINENT
2.04,30.8,0.0,86.53,1.0,89,34.97,32.27,323.66,6760.0,29430.0,14,1,161,0.973,-0.349,1.149,1.0,80.06,1.0,IMMINENT
2.04,30.8,0.0,86.53,1.0,89,34.97,32.27,323.66,6760.0,29430.0,14,1,161,0.973,-0.349,0.957,1.0,80.06,1.0,IMMINENT
2.03,30.71,0.0,86.23,1.0,88,35.47,32.49,325.22,6400.0,29010.0,14,1,163,0.971,-0.187,0.691,1.0,78.92,1.0,IMMINENT
2.03,30.71,0.0,86.23,1.0,88,35.47,32.49,325.22,6400.0,29010.0,14,1,163,0.971,-0.187,0.883,1.0,78.92,1.0,IMMINENT
2.02,30.62,0.0,86.94,1.0,87,32.84,32.2,318.14,6570.0,29050.0,14,1,164,1.036,-1.049,0.991,1.0,81.49,1.0,IMMINENT
2.02,30.62,0.0,86.94,1.0,87,32.84,32.2,318.14,6570.0,29050.0,14,1,164,1.036,-1.049,1.037,1.0,81.49,1.0,IMMINENT
2.02,30.62,0.0,86.94,1.0,87,32.84,32.2,318.14,6570.0,29050.0,14,1,164,1.036,-1.049,0.864,1.0,81.49,1.0,IMMINENT
2.0,30.48,0.0,86.81,1.0,87,31.58,32.18,312.95,6685.0,29055.0,14,1,167,1.054,-0.605,1.0,1.0,82.18,1.0,IMMINENT
2.0,30.48,0.0,86.81,1.0,87,31.58,32.18,312.95,6685.0,29055.0,14,1,167,1.054,-0.605,0.669,1.0,82.18,1.0,IMMINENT
2.0,30.48,0.0,86.81,1.0,87,31.58,32.18,312.95,6685.0,29055.0,14,1,167,1.054,-0.605,1.042,1.0,82.18,1.0,IMMINENT
1.99,30.35,0.0,86.52,1.0,87,29.61,32.02,303.34,6865.0,29125.0,13,1,170,1.079,-0.391,0.899,1.0,82.36,1.0,IMMINENT
1.99,30.35,0.0,86.52,1.0,87,29.61,32.02,303.34,6865.0,29125.0,13,1,170,1.079,-0.391,1.106,1.0,82.36,1.0,IMMINENT
1.98,30.26,0.0,86.14,1.0,86,30.5,31.98,326.84,6450.0,28815.0,12,1,174,1.069,-0.562,0.63,1.0,80.99,2.0,SOON
1.98,30.26,0.0,86.14,1.0,86,30.5,31.98,326.84,6450.0,28815.0,12,1,174,1.069,-0.562,0.883,1.0,80.99,2.0,SOON
1.97,30.18,0.0,85.97,2.0,82,27.53,31.64,278.29,5110.0,27350.0,13,1,174,1.094,-0.284,1.105,2.0,82.68,1.0,IMMINENT
1.97,30.13,2.0,85.78,1.0,81,26.76,32.12,276.14,4810.0,26835.0,13,1,175,1.117,1.15,0.889,1.0,80.86,1.0,IMMINENT
1.97,30.13,2.0,85.78,1.0,81,26.76,32.12,276.14,4810.0,26835.0,13,1,175,1.117,1.15,0.952,1.0,80.86,1.0,IMMINENT
1.97,30.13,2.0,85.78,1.0,81,26.76,32.12,276.14,4810.0,26835.0,13,1,175,1.117,1.15,0.634,1.0,80.86,1.0,IMMINENT
1.96,30.0,0.0,86.1,1.0,81,29.32,32.36,275.85,4750.0,26745.0,13,1,179,1.028,-0.046,1.021,1.0,77.96,1.0,IMMINENT
1.96,30.0,0.0,86.1,1.0,81,29.32,32.36,275.85,4750.0,26745.0,13,1,179,1.028,-0.046,0.978,1.0,77.96,1.0,IMMINENT
1.96,30.0,0.0,86.1,1.0,81,29.32,32.36,275.85,4750.0,26745.0,13,1,179,1.028,-0.046,0.83,1.0,77.96,1.0,IMMINENT
1.94,29.88,0.0,85.91,1.0,81,31.18,32.27,274.28,4625.0,26780.0,13,1,181,0.999,0.904,1.085,1.0,78.27,1.0,IMMINENT
1.94,29.88,0.0,85.91,1.0,81,31.18,32.27,274.28,4625.0,26780.0,13,1,181,0.999,0.904,0.781,1.0,78.27,1.0,IMMINENT
1.94,29.79,0.0,85.78,1.0,80,31.81,31.74,275.45,4255.0,26655.0,13,1,184,0.982,0.504,0.62,1.0,79.5,1.0,IMMINENT
1.94,29.79,0.0,85.78,1.0,80,31.81,31.74,275.45,4255.0,26655.0,13,1,184,0.982,0.504,0.953,1.0,79.5,1.0,IMMINENT
1.94,29.79,0.0,85.78,1.0,80,31.81,31.74,275.45,4255.0,26655.0,13,1,184,0.982,0.504,1.177,1.0,79.5,1.0,IMMINENT
1.92,29.67,0.0,85.9,1.0,80,30.88,31.38,271.74,4645.0,26795.0,13,1,187,0.991,0.277,0.913,1.0,80.12,1.0,IMMINENT
1.92,29.67,0.0,85.9,1.0,80,30.88,31.38,271.74,4645.0,26795.0,13,1,187,0.991,0.277,0.826,1.0,80.12,1.0,IMMINENT
1.92,29.67,0.0,85.9,1.0,80,30.88,31.38,271.74,4645.0,26795.0,13,1,187,0.991,0.277,0.922,1.0,80.12,1.0,IMMINENT
1.91,29.55,0.0,85.68,1.0,80,32.71,32.08,276.67,4845.0,26525.0,13,1,190,0.974,-0.212,1.1,1.0,71.12,1.0,IMMINENT
1.91,29.55,0.0,85.68,1.0,80,32.71,32.08,276.67,4845.0,26525.0,13,1,190,0.974,-0.212,1.031,1.0,71.12,1.0,IMMINENT
1.91,29.55,0.0,85.68,1.0,80,32.71,32.08,276.67,4845.0,26525.0,13,1,190,0.974,-0.212,0.925,1.0,71.12,1.0,IMMINENT
1.9,29.43,0.0,85.19,1.0,80,33.45,32.07,281.93,5750.0,26530.0,13,1,194,0.963,0.12,0.882,1.0,70.38,1.0,IMMINENT
1.9,29.43,0.0,85.19,1.0,80,33.45,32.07,281.93,5750.0,26530.0,13,1,194,0.963,0.12,0.867,1.0,70.38,1.0,IMMINENT
1.9,29.43,0.0,85.19,1.0,80,33.45,32.07,281.93,5750.0,26530.0,13,1,194,0.963,0.12,0.971,1.0,70.38,1.0,IMMINENT
1.88,29.31,0.0,84.66,1.0,80,32.08,31.72,278.12,6520.0,26665.0,13,1,195,0.978,-0.193,0.864,1.0,69.12,1.0,IMMINENT
1.88,29.31,0.0,84.66,1.0,80,32.08,31.72,278.12,6520.0,26665.0,13,1,195,0.978,-0.193,0.969,1.0,69.12,1.0,IMMINENT
1.88,29.31,0.0,84.66,1.0,80,32.08,31.72,278.12,6520.0,26665.0,13,1,195,0.978,-0.193,0.982,1.0,69.12,1.0,IMMINENT
1.87,29.19,0.0,84.25,1.0,80,31.09,31.07,283.09,6615.0,26915.0,13,1,199,0.983,-0.621,0.695,1.0,68.38,1.0,IMMINENT
1.87,29.19,0.0,84.25,1.0,80,31.09,31.07,283.09,6615.0,26915.0,13,1,199,0.983,-0.621,1.087,1.0,68.38,1.0,IMMINENT
1.86,29.11,0.0,84.47,1.0,79,29.17,30.93,281.18,6460.0,26635.0,14,1,201,1.008,-0.285,0.326,1.0,70.38,1.0,IMMINENT
1.86,29.11,0.0,84.47,1.0,79,29.17,30.93,281.18,6460.0,26635.0,14,1,201,1.008,-0.285,0.0,1.0,70.38,1.0,IMMINENT
1.86,29.11,0.0,84.47,1.0,79,29.17,30.93,281.18,6460.0,26635.0,14,1,201,1.008,-0.285,1.204,1.0,70.38,1.0,IMMINENT
1.85,28.99,0.0,86.27,1.0,79,26.35,30.35,261.93,7115.0,26900.0,14,1,204,1.045,-0.91,0.563,1.0,78.67,1.0,IMMINENT
1.85,28.99,0.0,86.27,1.0,79,26.35,30.35,261.93,7115.0,26900.0,14,1,204,1.045,-0.91,1.181,1.0,78.67,1.0,IMMINENT
1.85,28.99,0.0,86.27,1.0,79,26.35,30.35,261.93,7115.0,26900.0,14,1,204,1.045,-0.91,0.448,1.0,78.67,1.0,IMMINENT
1.84,28.88,0.0,87.12,1.0,79,25.26,30.2,253.24,7220.0,26960.0,14,1,207,1.058,-1.215,1.178,1.0,81.2,1.0,IMMINENT
1.84,28.88,0.0,87.12,1.0,79,25.26,30.2,253.24,7220.0,26960.0,14,1,207,1.058,-1.215,1.24,1.0,81.2,1.0,IMMINENT
1.84,28.88,0.0,87.12,1.0,79,25.26,30.2,253.24,7220.0,26960.0,14,1,207,1.058,-1.215,1.131,1.0,81.2,1.0,IMMINENT
1.83,28.77,0.0,86.6,1.0,79,26.46,30.88,266.22,7105.0,26700.0,14,1,210,1.051,-0.078,0.844,1.0,78.1,1.0,IMMINENT
1.83,28.77,0.0,86.6,1.0,79,26.46,30.88,266.22,7105.0,26700.0,14,1,210,1.051,-0.078,1.134,1.0,78.1,1.0,IMMINENT
1.83,28.77,0.0,86.6,1.0,79,26.46,30.88,266.22,7105.0,26700.0,14,1,210,1.051,-0.078,1.283,1.0,78.1,1.0,IMMINENT
1.82,28.66,0.0,86.51,1.0,79,25.52,31.29,269.01,7195.0,26545.0,14,1,213,1.071,0.656,1.238,1.0,73.61,1.0,IMMINENT
1.82,28.66,0.0,86.51,1.0,79,25.52,31.29,269.01,7195.0,26545.0,14,1,213,1.071,0.656,1.01,1.0,73.61,1.0,IMMINENT
1.82,28.66,0.0,86.51,1.0,79,25.52,31.29,269.01,7195.0,26545.0,14,1,213,1.071,0.656,1.266,1.0,73.61,1.0,IMMINENT
1.81,28.55,0.0,86.14,1.0,79,26.67,31.09,280.72,7085.0,26620.0,14,1,216,1.051,1.194,1.015,1.0,74.37,1.0,IMMINENT
1.81,28.55,0.0,86.14,1.0,79,26.67,31.09,280.72,7085.0,26620.0,14,1,216,1.051,1.194,1.091,1.0,74.37,1.0,IMMINENT
1.81,28.55,0.0,86.14,1.0,79,26.67,31.09,280.72,7085.0,26620.0,14,1,216,1.051,1.194,0.856,1.0,74.37,1.0,IMMINENT
1.79,28.44,0.0,86.22,1.0,79,28.02,30.74,282.79,6955.0,26755.0,14,1,220,1.027,1.009,1.213,1.0,77.34,1.0,IMMINENT
1.79,28.44,0.0,86.22,1.0,79,28.02,30.74,282.79,6955.0,26755.0,14,1,220,1.027,1.009,1.08,1.0,77.34,1.0,IMMINENT
1.79,28.44,0.0,86.22,1.0,79,28.02,30.74,282.79,6955.0,26755.0,14,1,220,1.027,1.009,0.995,1.0,77.34,1.0,IMMINENT
1.78,28.33,0.0,86.03,1.0,79,27.83,30.38,290.84,7320.0,26890.0,13,1,223,1.024,0.606,1.042,1.0,78.92,1.0,IMMINENT
1.78,28.33,0.0,86.03,1.0,79,27.83,30.38,290.84,7320.0,26890.0,13,1,223,1.024,0.606,0.486,1.0,78.92,1.0,IMMINENT
1.78,28.33,0.0,86.03,1.0,79,27.83,30.38,290.84,7320.0,26890.0,13,1,223,1.024,0.606,1.273,1.0,78.92,1.0,IMMINENT
1.77,28.22,0.0,86.59,1.0,79,30.46,30.14,309.05,7010.0,26980.0,13,1,224,0.977,-0.057,1.038,1.0,82.97,1.0,IMMINENT
1.77,28.22,0.0,86.59,1.0,79,30.46,30.14,309.05,7010.0,26980.0,13,1,224,0.977,-0.057,1.23,1.0,82.97,1.0,IMMINENT
1.77,28.22,0.0,86.59,1.0,79,30.46,30.14,309.05,7010.0,26980.0,13,1,224,0.977,-0.057,1.217,1.0,82.97,1.0,IMMINENT
1.76,28.12,0.0,86.24,1.0,79,33.73,30.3,327.64,6680.0,26920.0,13,1,227,0.933,-0.05,1.108,1.0,83.48,1.0,IMMINENT
1.76,28.12,0.0,86.24,1.0,79,33.73,30.3,327.64,6680.0,26920.0,13,1,227,0.933,-0.05,1.193,1.0,83.48,1.0,IMMINENT
1.76,28.12,0.0,86.24,1.0,79,33.73,30.3,327.64,6680.0,26920.0,13,1,227,0.933,-0.05,1.187,1.0,83.48,1.0,IMMINENT
1.75,28.01,0.0,86.1,1.0,79,32.94,30.14,327.02,6760.0,26980.0,13,1,231,0.943,0.448,1.171,1.0,84.68,1.0,IMMINENT
1.75,28.01,0.0,86.1,1.0,79,32.94,30.14,327.02,6760.0,26980.0,13,1,231,0.943,0.448,1.22,1.0,84.68,1.0,IMMINENT
1.75,28.01,0.0,86.1,1.0,79,32.94,30.14,327.02,6760.0,26980.0,13,1,231,0.943,0.448,1.234,1.0,84.68,1.0,IMMINENT
1.74,27.91,0.0,85.71,1.0,79,35.17,30.92,332.45,6535.0,26685.0,13,1,233,0.921,0.701,0.961,1.0,80.63,1.0,IMMINENT
1.74,27.91,0.0,85.71,1.0,79,35.17,30.92,332.45,6535.0,26685.0,13,1,233,0.921,0.701,0.948,1.0,80.63,1.0,IMMINENT
1.74,27.91,0.0,85.71,1.0,79,35.17,30.92,332.45,6535.0,26685.0,13,1,233,0.921,0.701,0.795,1.0,80.63,1.0,IMMINENT
1.73,27.81,0.0,85.63,1.0,79,33.63,30.31,321.06,6690.0,26915.0,13,1,237,0.935,0.265,1.004,1.0,81.58,1.0,IMMINENT
1.73,27.81,0.0,85.63,1.0,79,33.63,30.31,321.06,6690.0,26915.0,13,1,237,0.935,0.265,0.501,1.0,81.58,1.0,IMMINENT
1.73,27.81,0.0,85.63,1.0,79,33.63,30.31,321.06,6690.0,26915.0,13,1,237,0.935,0.265,0.437,1.0,81.58,1.0,IMMINENT
1.72,27.71,0.0,86.57,1.0,79,32.29,30.02,306.52,6825.0,26820.0,13,1,240,0.957,-0.283,1.172,1.0,86.71,1.0,IMMINENT
1.72,27.71,0.0,86.57,1.0,79,32.29,30.02,306.52,6825.0,26820.0,13,1,240,0.957,-0.283,0.799,1.0,86.71,1.0,IMMINENT
1.72,27.71,0.0,86.57,1.0,79,32.29,30.02,306.52,6825.0,26820.0,13,1,240,0.957,-0.283,1.201,1.0,86.71,1.0,IMMINENT
1.71,27.61,0.0,87.11,1.0,80,32.54,29.67,304.9,7040.0,27530.0,13,1,243,0.974,-0.766,1.325,1.0,90.81,1.0,IMMINENT
1.71,27.61,0.0,87.11,1.0,80,32.54,29.67,304.9,7040.0,27530.0,13,1,243,0.974,-0.766,1.235,1.0,90.81,1.0,IMMINENT
1.71,27.61,0.0,87.11,1.0,80,32.54,29.67,304.9,7040.0,27530.0,13,1,243,0.974,-0.766,1.051,1.0,90.81,1.0,IMMINENT
1.7,27.51,0.0,86.89,1.0,81,32.89,30.22,316.53,7005.0,27415.0,13,1,247,0.986,-0.887,0.818,1.0,86.67,1.0,IMMINENT
1.7,27.51,0.0,86.89,1.0,81,32.89,30.22,316.53,7005.0,27415.0,13,1,247,0.986,-0.887,1.217,1.0,86.67,1.0,IMMINENT
1.7,27.51,0.0,86.89,1.0,81,32.89,30.22,316.53,7005.0,27415.0,13,1,247,0.986,-0.887,1.298,1.0,86.67,1.0,IMMINENT
1.69,27.41,0.0,86.58,1.0,81,31.5,30.31,314.48,7145.0,27380.0,13,1,249,1.007,-0.373,1.093,1.0,85.62,1.0,IMMINENT
1.69,27.41,0.0,86.58,1.0,81,31.5,30.31,314.48,7145.0,27380.0,13,1,249,1.007,-0.373,1.097,1.0,85.62,1.0,IMMINENT
1.69,27.41,0.0,86.58,1.0,81,31.5,30.31,314.48,7145.0,27380.0,13,1,249,1.007,-0.373,1.255,1.0,85.62,1.0,IMMINENT
1.68,27.31,0.0,86.38,1.0,81,30.8,30.44,313.96,7215.0,27330.0,13,1,252,1.018,-0.227,1.346,1.0,85.8,1.0,IMMINENT
1.68,27.31,0.0,86.38,1.0,81,30.8,30.44,313.96,7215.0,27330.0,13,1,252,1.018,-0.227,1.345,1.0,85.8,1.0,IMMINENT
1.68,27.31,0.0,86.38,1.0,81,30.8,30.44,313.96,7215.0,27330.0,13,1,252,1.018,-0.227,1.36,1.0,85.8,1.0,IMMINENT
1.67,27.22,0.0,85.92,1.0,82,30.36,30.87,320.21,7260.0,27495.0,13,1,255,1.031,1.025,1.279,1.0,85.0,1.0,IMMINENT
1.67,27.22,0.0,85.92,1.0,82,30.36,30.87,320.21,7260.0,27495.0,13,1,255,1.031,1.025,1.524,1.0,85.0,1.0,IMMINENT
1.67,27.22,0.0,85.92,1.0,82,30.36,30.87,320.21,7260.0,27495.0,13,1,255,1.031,1.025,1.395,1.0,85.0,1.0,IMMINENT
1.66,27.12,0.0,85.46,1.0,83,32.79,31.46,341.89,7015.0,27590.0,12,1,258,1.005,1.035,1.216,1.0,83.31,1.0,IMMINENT
1.66,27.12,0.0,85.46,1.0,83,32.79,31.46,341.89,7015.0,27590.0,12,1,258,1.005,1.035,1.399,1.0,83.31,1.0,IMMINENT
1.66,27.12,0.0,85.46,1.0,83,32.79,31.46,341.89,7015.0,27590.0,12,1,258,1.005,1.035,1.496,1.0,83.31,1.0,IMMINENT
1.65,27.03,0.0,85.08,1.0,86,35.57,31.78,373.48,6735.0,28445.0,12,1,261,0.97,0.821,1.176,1.0,81.45,1.0,IMMINENT
1.65,27.03,0.0,85.08,1.0,86,35.57,31.78,373.48,6735.0,28445.0,12,1,261,0.97,0.821,0.68,1.0,81.45,1.0,IMMINENT
1.65,27.03,0.0,85.08,1.0,86,35.57,31.78,373.48,6735.0,28445.0,12,1,261,0.97,0.821,0.985,1.0,81.45,1.0,IMMINENT
1.64,26.94,0.0,85.32,1.0,88,35.32,31.45,369.19,6520.0,29240.0,12,1,264,0.934,0.084,1.173,1.0,83.47,1.0,IMMINENT
1.64,26.94,0.0,85.32,1.0,88,35.32,31.45,369.19,6520.0,29240.0,12,1,264,0.934,0.084,0.716,1.0,83.47,1.0,IMMINENT
1.64,26.94,0.0,85.32,1.0,88,35.32,31.45,369.19,6520.0,29240.0,12,1,264,0.934,0.084,1.116,1.0,83.47,1.0,IMMINENT
1.63,26.84,0.0,85.48,1.0,88,34.77,31.45,360.97,6575.0,29240.0,12,1,267,0.942,-0.333,1.147,1.0,82.95,1.0,IMMINENT
1.63,26.84,0.0,85.48,1.0,88,34.77,31.45,360.97,6575.0,29240.0,12,1,267,0.942,-0.333,0.126,1.0,82.95,1.0,IMMINENT
1.63,26.84,0.0,85.48,1.0,88,34.77,31.45,360.97,6575.0,29240.0,12,1,267,0.942,-0.333,0.796,1.0,82.95,1.0,IMMINENT
1.63,26.75,0.0,86.43,1.0,88,33.09,30.84,343.07,6745.0,29500.0,11,1,270,0.958,-0.883,1.22,1.0,88.52,1.0,IMMINENT
1.63,26.75,0.0,86.43,1.0,88,33.09,30.84,343.07,6745.0,29500.0,11,1,270,0.958,-0.883,1.159,1.0,88.52,1.0,IMMINENT
1.63,26.75,0.0,86.43,1.0,88,33.09,30.84,343.07,6745.0,29500.0,11,1,270,0.958,-0.883,1.096,1.0,88.52,1.0,IMMINENT
1.62,26.66,0.0,86.07,1.0,89,33.78,31.03,343.81,6675.0,29750.0,11,1,273,0.951,-0.862,1.365,1.0,87.25,1.0,IMMINENT
1.62,26.66,0.0,86.07,1.0,89,33.78,31.03,343.81,6675.0,29750.0,11,1,273,0.951,-0.862,1.241,1.0,87.25,1.0,IMMINENT
1.62,26.66,0.0,86.07,1.0,89,33.78,31.03,343.81,6675.0,29750.0,11,1,273,0.951,-0.862,1.119,1.0,87.25,1.0,IMMINENT
1.61,26.58,0.0,85.68,1.0,89,33.23,31.43,339.44,6730.0,29580.0,11,1,276,0.964,-0.208,1.14,1.0,84.78,1.0,IMMINENT
1.61,26.58,0.0,85.68,1.0,89,33.23,31.43,339.44,6730.0,29580.0,11,1,276,0.964,-0.208,1.099,1.0,84.78,1.0,IMMINENT
1.61,26.58,0.0,85.68,1.0,89,33.23,31.43,339.44,6730.0,29580.0,11,1,276,0.964,-0.208,1.141,1.0,84.78,1.0,IMMINENT
1.6,26.49,0.0,85.44,1.0,89,32.29,31.45,327.9,6825.0,29570.0,11,1,279,0.978,0.188,0.939,1.0,84.44,1.0,IMMINENT
1.6,26.49,0.0,85.44,1.0,89,32.29,31.45,327.9,6825.0,29570.0,11,1,279,0.978,0.188,1.191,1.0,84.44,1.0,IMMINENT
1.6,26.49,0.0,85.44,1.0,89,32.29,31.45,327.9,6825.0,29570.0,11,1,279,0.978,0.188,1.179,1.0,84.44,1.0,IMMINENT
1.59,26.4,0.0,85.28,1.0,89,31.05,31.27,316.46,6950.0,29645.0,11,1,282,0.994,0.526,0.938,1.0,85.67,1.0,IMMINENT
1.59,26.4,0.0,85.28,1.0,89,31.05,31.27,316.46,6950.0,29645.0,11,1,282,0.994,0.526,0.938,1.0,85.67,1.0,IMMINENT
1.59,26.4,0.0,85.28,1.0,89,31.05,31.27,316.46,6950.0,29645.0,11,1,282,0.994,0.526,0.938,1.0,85.67,1.0,IMMINENT
1.58,26.31,0.0,87.86,1.0,89,27.43,30.36,316.13,7315.0,30035.0,11,1,285,1.032,-0.782,0.938,1.0,101.18,1.0,IMMINENT
1.58,26.31,0.0,87.86,1.0,89,27.43,30.36,316.13,7315.0,30035.0,11,1,285,1.032,-0.782,0.031,1.0,101.18,1.0,IMMINENT
